date,title,location,surface,surfaceType,dollar,opp1,opp1_url,opp2,opp2_url,winner,opp1_set1,opp2_set1,opp1_set2,opp2_set2,opp1_set3,opp2_set3,opp1_set4,opp2_set4,opp1_set5,opp2_set5,opp1_rank,opp1_age,opp1_year_pro,opp1_weight,opp1_height,opp1_hand,opp1_first_serve,opp1_first_serve_points_won,opp1_second_serve_points_won,opp1_break_points_saved,opp1_service_points_won,opp1_total_service_points_won,opp1_first_serve_return_points_won,opp1_second_serve_return_points_won,opp1_break_points_converted,opp1_return_games_won,opp1_return_points_won,opp1_total_points_won,opp1_overall_ytd,opp1_grandslams_ytd,opp1_atpworld_ytd,opp1_tiebreaks_ytd,opp1_vs_top_10_ytd,opp1_finals_ytd,opp1_deciding_set_ytd,opp1_fifth_set_record_ytd,opp1_clay_ytd,opp1_grass_ytd,opp1_hard_ytd,opp1_carpet_ytd,opp1_indoor_ytd,opp1_outdoor_ytd,opp1_after_winning_first_set_ytd,opp1_after_losing_first_set_ytd,opp1_vs_right_handers_ytd,opp1_vs_left_handers_ytd,opp1_overall_career,opp1_grandslams_career,opp1_atpworld_career,opp1_tiebreaks_career,opp1_vs_top_10_career,opp1_finals_career,opp1_deciding_set_career,opp1_fifth_set_record_career,opp1_clay_career,opp1_grass_career,opp1_hard_career,opp1_carpet_career,opp1_indoor_career,opp1_outdoor_career,opp1_after_winning_first_set_career,opp1_after_losing_first_set_career,opp1_vs_right_handers_career,opp1_vs_left_handers_career,opp2_rank,opp2_age,opp2_year_pro,opp2_weight,opp2_height,opp2_hand,opp2_first_serve,opp2_first_serve_points_won,opp2_second_serve_points_won,opp2_break_points_saved,opp2_service_points_won,opp2_total_service_points_won,opp2_first_serve_return_points_won,opp2_second_serve_return_points_won,opp2_break_points_converted,opp2_return_games_won,opp2_return_points_won,opp2_total_points_won,opp2_overall_ytd,opp2_grandslams_ytd,opp2_atpworld_ytd,opp2_tiebreaks_ytd,opp2_vs_top_10_ytd,opp2_finals_ytd,opp2_deciding_set_ytd,opp2_fifth_set_record_ytd,opp2_clay_ytd,opp2_grass_ytd,opp2_hard_ytd,opp2_carpet_ytd,opp2_indoor_ytd,opp2_outdoor_ytd,opp2_after_winning_first_set_ytd,opp2_after_losing_first_set_ytd,opp2_vs_right_handers_ytd,opp2_vs_left_handers_ytd,opp2_overall_career,opp2_grandslams_career,opp2_atpworld_career,opp2_tiebreaks_career,opp2_vs_top_10_career,opp2_finals_career,opp2_deciding_set_career,opp2_fifth_set_record_career,opp2_clay_career,opp2_grass_career,opp2_hard_career,opp2_carpet_career,opp2_indoor_career,opp2_outdoor_career,opp2_after_winning_first_set_career,opp2_after_losing_first_set_career,opp2_vs_right_handers_career,opp2_vs_left_handers_career
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Guido Pella,/en/players/guido-pella/pc11/overview,Adrian Mannarino,/en/players/adrian-mannarino/me82/overview,2,7,5,6,7,1,6,0,0,0,0,80,26,2007,(83kg),(185cm),"Left-Handed, Two-Handed Backhand",68%,68%,54%,70%,81%,64%,27%,51%,36%,20%,37%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.375,0.286,0.231,0.356,0.200,0.000,0.444,0.400,0.457,0.000,0.333,0.000,0.417,0.367,0.688,0.125,0.391,0.143,60,28,2004,(70kg),(180cm),"Left-Handed, Two-Handed Backhand",60%,70%,49%,59%,76%,62%,29%,50%,41%,24%,38%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.431,0.400,0.333,0.398,0.056,0.000,0.434,0.500,0.265,0.553,0.430,0.000,0.365,0.449,0.786,0.184,0.421,0.500
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Dominic Thiem,/en/players/dominic-thiem/tb69/overview,Leonardo Mayer,/en/players/leonardo-mayer/md56/overview,1,6,3,6,0,0,0,0,0,0,0,8,23,2011,(82kg),(185cm),"Right-Handed, One-Handed Backhand",62%,74%,54%,60%,83%,66%,31%,50%,40%,24%,38%,52%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.598,0.625,0.521,0.510,0.250,0.700,0.631,0.600,0.702,0.529,0.524,0.000,0.500,0.622,0.861,0.302,0.609,0.533,139,29,2003,(83kg),(191cm),"Right-Handed, One-Handed Backhand",62%,71%,48%,63%,79%,62%,27%,50%,36%,18%,35%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.487,0.481,0.405,0.520,0.040,0.333,0.403,0.500,0.545,0.464,0.432,0.000,0.459,0.491,0.800,0.190,0.498,0.436
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Taylor Fritz,/en/players/taylor-fritz/fb98/overview,Gilles Simon,/en/players/gilles-simon/sd32/overview,2,4,6,4,6,0,0,0,0,0,0,76,19,2015,(84kg),(193cm),"Right-Handed, Two-Handed Backhand",57%,73%,48%,64%,78%,62%,25%,48%,35%,18%,34%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.410,0.000,0.286,0.500,0.000,0.000,0.467,0.000,0.333,0.286,0.448,0.000,0.625,0.355,0.800,0.167,0.441,0.000,25,32,2002,(70kg),(183cm),"Right-Handed, Two-Handed Backhand",59%,67%,52%,59%,74%,61%,32%,52%,44%,29%,40%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.632,0.567,0.492,0.283,0.667,0.622,0.613,0.588,0.576,0.598,0.400,0.599,0.586,0.864,0.287,0.594,0.556
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Kevin Anderson,/en/players/kevin-anderson/a678/overview,Diego Schwartzman,/en/players/diego-schwartzman/sm37/overview,1,7,6,6,3,0,0,0,0,0,0,67,30,2007,(89kg),(203cm),"Right-Handed, Two-Handed Backhand",59%,77%,52%,66%,85%,67%,23%,47%,32%,14%,32%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.570,0.587,0.521,0.533,0.180,0.273,0.540,0.563,0.506,0.553,0.590,0.000,0.544,0.575,0.833,0.278,0.543,0.692,52,24,2010,(64kg),(170cm),"Right-Handed, Two-Handed Backhand",61%,66%,50%,57%,72%,60%,32%,53%,47%,30%,41%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.392,0.231,0.143,0.407,0.000,0.500,0.417,0.000,0.391,0.000,0.448,0.000,0.500,0.377,0.676,0.143,0.381,0.438
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Adrian Mannarino,/en/players/adrian-mannarino/me82/overview,Benoit Paire,/en/players/benoit-paire/pd31/overview,1,6,3,6,0,0,0,0,0,0,0,60,28,2004,(70kg),(180cm),"Left-Handed, Two-Handed Backhand",60%,70%,49%,59%,76%,62%,29%,50%,41%,24%,38%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.431,0.400,0.333,0.398,0.056,0.000,0.434,0.500,0.265,0.553,0.430,0.000,0.365,0.449,0.786,0.184,0.421,0.500,47,27,2007,(80kg),(196cm),"Right-Handed, Two-Handed Backhand",50%,72%,46%,61%,70%,59%,31%,48%,40%,25%,38%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.469,0.489,0.440,0.475,0.185,0.250,0.520,0.667,0.510,0.417,0.449,0.000,0.408,0.483,0.802,0.221,0.479,0.375
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Joao Sousa,/en/players/joao-sousa/sh90/overview,Victor Estrella Burgos,/en/players/victor-estrella-burgos/e224/overview,1,3,6,6,4,6,4,0,0,0,0,43,27,2008,(73kg),(185cm),"Right-Handed, Two-Handed Backhand",64%,70%,47%,55%,74%,62%,29%,50%,38%,23%,37%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483,0.484,0.341,0.488,0.080,0.286,0.531,0.571,0.522,0.444,0.462,0.000,0.561,0.455,0.811,0.228,0.458,0.545,102,36,2002,(77kg),(173cm),"Right-Handed, One-Handed Backhand",66%,65%,51%,64%,75%,60%,26%,49%,44%,21%,35%,48%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.541,0.267,0.222,0.564,0.200,1.000,0.559,0.600,0.660,0.308,0.478,1.000,0.000,0.545,0.846,0.257,0.471,0.500
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Andreas Seppi,/en/players/andreas-seppi/sa93/overview,Paul-Henri Mathieu,/en/players/paul-henri-mathieu/m850/overview,1,4,6,6,2,6,4,0,0,0,0,87,32,2002,(75kg),(191cm),"Right-Handed, Two-Handed Backhand",57%,72%,51%,62%,79%,63%,26%,49%,41%,21%,36%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482,0.489,0.434,0.436,0.092,0.375,0.554,0.571,0.515,0.573,0.440,0.333,0.445,0.492,0.826,0.212,0.470,0.528,73,34,1999,(74kg),(185cm),"Right-Handed, Two-Handed Backhand",56%,70%,50%,61%,76%,61%,27%,50%,41%,21%,36%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.481,0.473,0.398,0.498,0.145,0.400,0.472,0.478,0.495,0.415,0.471,0.600,0.497,0.475,0.781,0.187,0.485,0.446
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Alexander Zverev,/en/players/alexander-zverev/z355/overview,Marcel Granollers,/en/players/marcel-granollers/g710/overview,1,7,5,6,7,6,2,0,0,0,0,24,19,2013,(86kg),(198cm),"Right-Handed, Two-Handed Backhand",62%,72%,50%,63%,80%,64%,30%,50%,42%,25%,38%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.564,0.500,0.500,0.509,0.308,0.333,0.596,0.500,0.568,0.647,0.536,0.000,0.538,0.571,0.776,0.327,0.545,0.727,37,30,2003,(77kg),(191cm),"Right-Handed, Two-Handed Backhand",63%,69%,52%,60%,77%,63%,31%,48%,41%,22%,38%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.460,0.486,0.384,0.444,0.154,0.571,0.545,0.688,0.490,0.370,0.440,0.000,0.433,0.465,0.784,0.143,0.428,0.696
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Donald Young,/en/players/donald-young/y124/overview,Guido Pella,/en/players/guido-pella/pc11/overview,2,3,6,0,6,0,0,0,0,0,0,88,27,2004,(79kg),(183cm),"Left-Handed, Two-Handed Backhand",58%,71%,50%,61%,77%,62%,29%,50%,37%,21%,37%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.388,0.362,0.283,0.447,0.130,0.000,0.449,0.714,0.250,0.333,0.417,0.000,0.435,0.377,0.725,0.155,0.394,0.353,80,26,2007,(83kg),(185cm),"Left-Handed, Two-Handed Backhand",68%,68%,54%,70%,81%,64%,27%,51%,36%,20%,37%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.375,0.286,0.231,0.356,0.200,0.000,0.444,0.400,0.457,0.000,0.333,0.000,0.417,0.367,0.688,0.125,0.391,0.143
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Quentin Halys,/en/players/quentin-halys/hb64/overview,Joao Sousa,/en/players/joao-sousa/sh90/overview,2,7,5,4,6,4,6,0,0,0,0,153,20,2012,(78kg),(191cm),"Right-Handed, Two-Handed Backhand",61%,72%,43%,69%,78%,61%,26%,47%,38%,19%,34%,48%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.273,0.400,0.000,0.000,0.000,0.000,0.500,0.000,0.200,0.000,0.333,0.000,0.250,0.286,0.667,0.125,0.300,0.000,43,27,2008,(73kg),(185cm),"Right-Handed, Two-Handed Backhand",64%,70%,47%,55%,74%,62%,29%,50%,38%,23%,37%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.483,0.484,0.341,0.488,0.080,0.286,0.531,0.571,0.522,0.444,0.462,0.000,0.561,0.455,0.811,0.228,0.458,0.545
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Donald Young,/en/players/donald-young/y124/overview,Fabio Fognini,/en/players/fabio-fognini/f510/overview,1,4,6,6,3,6,3,0,0,0,0,88,27,2004,(79kg),(183cm),"Left-Handed, Two-Handed Backhand",58%,71%,50%,61%,77%,62%,29%,50%,37%,21%,37%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.388,0.362,0.283,0.447,0.130,0.000,0.449,0.714,0.250,0.333,0.417,0.000,0.435,0.377,0.725,0.155,0.394,0.353,49,29,2004,(74kg),(178cm),"Right-Handed, Two-Handed Backhand",57%,68%,51%,62%,74%,60%,30%,53%,45%,31%,39%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.510,0.493,0.407,0.545,0.137,0.333,0.559,0.522,0.581,0.464,0.415,0.000,0.411,0.523,0.813,0.245,0.510,0.500
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Andreas Seppi,/en/players/andreas-seppi/sa93/overview,Daniel Munoz de la Nava,/en/players/daniel-munoz-de-la-nava/m915/overview,1,6,7,7,5,6,4,0,0,0,0,87,32,2002,(75kg),(191cm),"Right-Handed, Two-Handed Backhand",57%,72%,51%,62%,79%,63%,26%,49%,41%,21%,36%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482,0.489,0.434,0.436,0.092,0.375,0.554,0.571,0.515,0.573,0.440,0.333,0.445,0.492,0.826,0.212,0.470,0.528,352,34,1999,(75kg),(178cm),"Left-Handed, Two-Handed Backhand",58%,67%,50%,64%,73%,60%,28%,46%,28%,16%,34%,47%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.243,0.000,0.200,0.333,0.000,0.000,0.333,0.000,0.222,0.000,0.300,0.000,0.000,0.243,0.429,0.130,0.212,0.500
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Alexander Zverev,/en/players/alexander-zverev/z355/overview,Kyle Edmund,/en/players/kyle-edmund/e831/overview,1,5,7,7,5,0,0,0,0,0,0,24,19,2013,(86kg),(198cm),"Right-Handed, Two-Handed Backhand",62%,72%,50%,63%,80%,64%,30%,50%,42%,25%,38%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.564,0.500,0.500,0.509,0.308,0.333,0.596,0.500,0.568,0.647,0.536,0.000,0.538,0.571,0.776,0.327,0.545,0.727,45,21,2012,(80kg),(188cm),"Right-Handed, Two-Handed Backhand",59%,72%,51%,64%,78%,64%,27%,50%,40%,23%,36%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.411,0.385,0.250,0.556,0.000,0.000,0.467,0.333,0.545,0.231,0.438,0.000,0.375,0.417,0.677,0.080,0.383,0.625
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Victor Estrella Burgos,/en/players/victor-estrella-burgos/e224/overview,Denis Kudla,/en/players/denis-kudla/kb09/overview,1,6,3,6,2,0,0,0,0,0,0,102,36,2002,(77kg),(173cm),"Right-Handed, One-Handed Backhand",66%,65%,51%,64%,75%,60%,26%,49%,44%,21%,35%,48%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.541,0.267,0.222,0.564,0.200,1.000,0.559,0.600,0.660,0.308,0.478,1.000,0.000,0.545,0.846,0.257,0.471,0.500,131,24,2010,(75kg),(180cm),"Right-Handed, Two-Handed Backhand",59%,70%,48%,56%,73%,61%,27%,48%,42%,19%,35%,48%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.330,0.333,0.286,0.394,0.000,0.000,0.483,0.500,0.222,0.520,0.259,0.000,0.333,0.329,0.688,0.125,0.324,0.353
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Illya Marchenko,/en/players/illya-marchenko/me89/overview,Taylor Fritz,/en/players/taylor-fritz/fb98/overview,2,6,7,4,6,0,0,0,0,0,0,74,29,2006,(82kg),(185cm),"Right-Handed, Two-Handed Backhand",56%,73%,46%,63%,75%,61%,28%,46%,44%,21%,35%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.425,0.348,0.222,0.545,0.125,0.000,0.341,0.286,0.188,0.353,0.475,0.000,0.521,0.372,0.746,0.141,0.431,0.353,76,19,2015,(84kg),(193cm),"Right-Handed, Two-Handed Backhand",57%,73%,48%,64%,78%,62%,25%,48%,35%,18%,34%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.410,0.000,0.286,0.500,0.000,0.000,0.467,0.000,0.333,0.286,0.448,0.000,0.625,0.355,0.800,0.167,0.441,0.000
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Brian Baker,/en/players/brian-baker/ba23/overview,Marcel Granollers,/en/players/marcel-granollers/g710/overview,2,3,6,1,6,0,0,0,0,0,0,245,31,2003,(77kg),(191cm),"Right-Handed, Two-Handed Backhand",61%,72%,45%,62%,77%,61%,22%,42%,31%,12%,30%,47%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.368,0.286,0.579,0.250,0.000,0.500,0.333,0.556,0.500,0.244,0.000,0.250,0.346,0.682,0.132,0.327,0.400,37,30,2003,(77kg),(191cm),"Right-Handed, Two-Handed Backhand",63%,69%,52%,60%,77%,63%,31%,48%,41%,22%,38%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.460,0.486,0.384,0.444,0.154,0.571,0.545,0.688,0.490,0.370,0.440,0.000,0.433,0.465,0.784,0.143,0.428,0.696
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Adrian Mannarino,/en/players/adrian-mannarino/me82/overview,Robin Haase,/en/players/robin-haase/h756/overview,1,6,7,6,3,6,4,0,0,0,0,60,28,2004,(70kg),(180cm),"Left-Handed, Two-Handed Backhand",60%,70%,49%,59%,76%,62%,29%,50%,41%,24%,38%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.431,0.400,0.333,0.398,0.056,0.000,0.434,0.500,0.265,0.553,0.430,0.000,0.365,0.449,0.786,0.184,0.421,0.500,59,29,2005,(77kg),(191cm),"Right-Handed, Two-Handed Backhand",60%,73%,50%,61%,78%,63%,28%,47%,35%,19%,36%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.466,0.326,0.326,0.380,0.174,0.400,0.516,0.438,0.544,0.371,0.423,0.500,0.494,0.457,0.764,0.209,0.454,0.500
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Hyeon Chung,/en/players/hyeon-chung/ch27/overview,Paul-Henri Mathieu,/en/players/paul-henri-mathieu/m850/overview,2,6,7,3,6,0,0,0,0,0,0,104,20,2014,(83kg),(185cm),"Right-Handed, Two-Handed Backhand",67%,65%,48%,47%,71%,60%,27%,50%,38%,19%,36%,48%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.468,0.200,0.200,0.150,0.000,0.000,0.556,0.500,0.417,0.333,0.500,0.000,0.200,0.500,0.900,0.148,0.476,0.250,73,34,1999,(74kg),(185cm),"Right-Handed, Two-Handed Backhand",56%,70%,50%,61%,76%,61%,27%,50%,41%,21%,36%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.481,0.473,0.398,0.498,0.145,0.400,0.472,0.478,0.495,0.415,0.471,0.600,0.497,0.475,0.781,0.187,0.485,0.446
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Leonardo Mayer,/en/players/leonardo-mayer/md56/overview,Jiri Vesely,/en/players/jiri-vesely/v708/overview,1,7,6,3,6,6,3,0,0,0,0,139,29,2003,(83kg),(191cm),"Right-Handed, One-Handed Backhand",62%,71%,48%,63%,79%,62%,27%,50%,36%,18%,35%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.487,0.481,0.405,0.520,0.040,0.333,0.403,0.500,0.545,0.464,0.432,0.000,0.459,0.491,0.800,0.190,0.498,0.436,55,23,2009,(92kg),(198cm),"Left-Handed, Two-Handed Backhand",64%,72%,55%,64%,84%,66%,27%,48%,35%,19%,35%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.445,0.458,0.316,0.500,0.143,0.500,0.381,0.429,0.463,0.563,0.403,0.000,0.250,0.479,0.768,0.118,0.433,0.500
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Guido Pella,/en/players/guido-pella/pc11/overview,Daniil Medvedev,/en/players/daniil-medvedev/mm58/overview,1,6,1,6,7,7,6,0,0,0,0,80,26,2007,(83kg),(185cm),"Left-Handed, Two-Handed Backhand",68%,68%,54%,70%,81%,64%,27%,51%,36%,20%,37%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.375,0.286,0.231,0.356,0.200,0.000,0.444,0.400,0.457,0.000,0.333,0.000,0.417,0.367,0.688,0.125,0.391,0.143,99,20,2014,(80kg),(198cm),"Right-Handed, Two-Handed Backhand",59%,70%,48%,59%,76%,61%,35%,51%,35%,31%,41%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.250,0.000,0.000,0.400,0.000,0.333,0.500,0.600,0.000,0.600,0.400,0.800,0.200,0.571,0.333
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Diego Schwartzman,/en/players/diego-schwartzman/sm37/overview,Fernando Verdasco,/en/players/fernando-verdasco/v306/overview,1,7,6,6,1,0,0,0,0,0,0,52,24,2010,(64kg),(170cm),"Right-Handed, Two-Handed Backhand",61%,66%,50%,57%,72%,60%,32%,53%,47%,30%,41%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.392,0.231,0.143,0.407,0.000,0.500,0.417,0.000,0.391,0.000,0.448,0.000,0.500,0.377,0.676,0.143,0.381,0.438,42,33,2001,(87kg),(185cm),"Left-Handed, Two-Handed Backhand",64%,72%,50%,63%,80%,64%,31%,49%,38%,23%,38%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.577,0.635,0.505,0.489,0.202,0.333,0.514,0.524,0.625,0.587,0.535,0.615,0.500,0.592,0.841,0.266,0.561,0.670
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Donald Young,/en/players/donald-young/y124/overview,Mathias Bourgue,/en/players/mathias-bourgue/bk19/overview,1,6,4,7,5,0,0,0,0,0,0,88,27,2004,(79kg),(183cm),"Left-Handed, Two-Handed Backhand",58%,71%,50%,61%,77%,62%,29%,50%,37%,21%,37%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.388,0.362,0.283,0.447,0.130,0.000,0.449,0.714,0.250,0.333,0.417,0.000,0.435,0.377,0.725,0.155,0.394,0.353,183,22,,(83kg),(188cm),"Right-Handed, Two-Handed Backhand",66%,66%,45%,48%,67%,59%,38%,51%,39%,30%,43%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,1.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500,1.000,0.000,0.000,0.000
2016.05.15,Nice,"Nice, France",,Clay,"520,070",Marco Cecchinato,/en/players/marco-cecchinato/cf01/overview,Kyle Edmund,/en/players/kyle-edmund/e831/overview,2,3,6,4,6,0,0,0,0,0,0,187,24,2010,(78kg),(185cm),"Right-Handed, One-Handed Backhand",63%,66%,47%,60%,72%,59%,24%,41%,27%,10%,30%,45%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.176,0.000,0.000,0.000,1.000,0.100,0.375,0.000,0.118,0.000,45,21,2012,(80kg),(188cm),"Right-Handed, Two-Handed Backhand",59%,72%,51%,64%,78%,64%,27%,50%,40%,23%,36%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.411,0.385,0.250,0.556,0.000,0.000,0.467,0.333,0.545,0.231,0.438,0.000,0.375,0.417,0.677,0.080,0.383,0.625
