date,title,location,surface,surfaceType,dollar,opp1,opp1_url,opp2,opp2_url,winner,opp1_set1,opp2_set1,opp1_set2,opp2_set2,opp1_set3,opp2_set3,opp1_set4,opp2_set4,opp1_set5,opp2_set5,opp1_rank,opp1_age,opp1_year_pro,opp1_weight,opp1_height,opp1_hand,opp1_first_serve,opp1_first_serve_points_won,opp1_second_serve_points_won,opp1_break_points_saved,opp1_service_points_won,opp1_total_service_points_won,opp1_first_serve_return_points_won,opp1_second_serve_return_points_won,opp1_break_points_converted,opp1_return_games_won,opp1_return_points_won,opp1_total_points_won,opp1_overall_ytd,opp1_grandslams_ytd,opp1_atpworld_ytd,opp1_tiebreaks_ytd,opp1_vs_top_10_ytd,opp1_finals_ytd,opp1_deciding_set_ytd,opp1_fifth_set_record_ytd,opp1_clay_ytd,opp1_grass_ytd,opp1_hard_ytd,opp1_carpet_ytd,opp1_indoor_ytd,opp1_outdoor_ytd,opp1_after_winning_first_set_ytd,opp1_after_losing_first_set_ytd,opp1_vs_right_handers_ytd,opp1_vs_left_handers_ytd,opp1_overall_career,opp1_grandslams_career,opp1_atpworld_career,opp1_tiebreaks_career,opp1_vs_top_10_career,opp1_finals_career,opp1_deciding_set_career,opp1_fifth_set_record_career,opp1_clay_career,opp1_grass_career,opp1_hard_career,opp1_carpet_career,opp1_indoor_career,opp1_outdoor_career,opp1_after_winning_first_set_career,opp1_after_losing_first_set_career,opp1_vs_right_handers_career,opp1_vs_left_handers_career,opp2_rank,opp2_age,opp2_year_pro,opp2_weight,opp2_height,opp2_hand,opp2_first_serve,opp2_first_serve_points_won,opp2_second_serve_points_won,opp2_break_points_saved,opp2_service_points_won,opp2_total_service_points_won,opp2_first_serve_return_points_won,opp2_second_serve_return_points_won,opp2_break_points_converted,opp2_return_games_won,opp2_return_points_won,opp2_total_points_won,opp2_overall_ytd,opp2_grandslams_ytd,opp2_atpworld_ytd,opp2_tiebreaks_ytd,opp2_vs_top_10_ytd,opp2_finals_ytd,opp2_deciding_set_ytd,opp2_fifth_set_record_ytd,opp2_clay_ytd,opp2_grass_ytd,opp2_hard_ytd,opp2_carpet_ytd,opp2_indoor_ytd,opp2_outdoor_ytd,opp2_after_winning_first_set_ytd,opp2_after_losing_first_set_ytd,opp2_vs_right_handers_ytd,opp2_vs_left_handers_ytd,opp2_overall_career,opp2_grandslams_career,opp2_atpworld_career,opp2_tiebreaks_career,opp2_vs_top_10_career,opp2_finals_career,opp2_deciding_set_career,opp2_fifth_set_record_career,opp2_clay_career,opp2_grass_career,opp2_hard_career,opp2_carpet_career,opp2_indoor_career,opp2_outdoor_career,opp2_after_winning_first_set_career,opp2_after_losing_first_set_career,opp2_vs_right_handers_career,opp2_vs_left_handers_career
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",Steve Darcis,/en/players/steve-darcis/d632/overview,Dustin Brown,/en/players/dustin-brown/ba65/overview,2,5,7,5,7,0,0,0,0,0,0,86,32,2003,(73kg),(178cm),"Right-Handed, One-Handed Backhand",54%,72%,51%,53%,75%,63%,28%,50%,37%,23%,37%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.474,0.306,0.385,0.587,0.118,0.667,0.491,0.222,0.492,0.500,0.449,0.600,0.579,0.430,0.731,0.232,0.469,0.500,72,32,2002,(78kg),(196cm),"Right-Handed, Two-Handed Backhand",65%,72%,50%,70%,80%,64%,29%,46%,44%,23%,36%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.407,0.318,0.000,0.411,0.231,0.000,0.367,0.400,0.450,0.438,0.353,0.000,0.450,0.398,0.714,0.149,0.390,0.471
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",Taro Daniel,/en/players/taro-daniel/da81/overview,Denis Istomin,/en/players/denis-istomin/i165/overview,1,6,2,6,2,0,0,0,0,0,0,127,23,2010,(76kg),(191cm),"Right-Handed, Two-Handed Backhand",65%,66%,50%,64%,71%,60%,30%,49%,42%,28%,38%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.326,0.167,0.500,0.556,0.000,0.000,0.231,0.250,0.348,0.000,0.316,0.000,0.222,0.353,0.714,0.138,0.188,0.700,121,30,2004,(88kg),(188cm),"Right-Handed, Two-Handed Backhand",64%,69%,49%,55%,76%,62%,27%,48%,37%,17%,35%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.481,0.469,0.327,0.535,0.030,0.333,0.484,0.632,0.481,0.571,0.460,0.000,0.543,0.460,0.773,0.200,0.485,0.425
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",Kenny De Schepper,/en/players/kenny-de-schepper/d750/overview,Nikoloz Basilashvili,/en/players/nikoloz-basilashvili/bg23/overview,1,4,6,7,6,6,3,0,0,0,0,162,29,2010,(104kg),(203cm),"Left-Handed, One-Handed Backhand",73%,65%,51%,60%,74%,61%,27%,46%,26%,11%,34%,48%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.276,0.316,0.000,0.395,0.333,0.000,0.368,0.333,0.208,0.400,0.250,0.000,0.273,0.278,0.750,0.058,0.292,0.182,94,24,2008,(79kg),(185cm),"Right-Handed, Two-Handed Backhand",63%,68%,49%,54%,72%,61%,27%,51%,41%,22%,37%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.387,0.286,0.000,0.533,0.500,0.000,0.417,1.000,0.444,0.667,0.333,0.000,0.333,0.409,0.625,0.133,0.400,0.400
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",Ernests Gulbis,/en/players/ernests-gulbis/g858/overview,Quentin Halys,/en/players/quentin-halys/hb64/overview,1,6,4,6,3,0,0,0,0,0,0,151,28,2004,(85kg),(191cm),"Right-Handed, Two-Handed Backhand",55%,74%,48%,62%,76%,62%,26%,47%,36%,18%,34%,48%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.520,0.463,0.490,0.476,0.274,1.000,0.507,0.308,0.546,0.345,0.514,0.706,0.562,0.506,0.785,0.195,0.511,0.549,153,20,2012,(78kg),(191cm),"Right-Handed, Two-Handed Backhand",61%,72%,43%,69%,78%,61%,26%,47%,38%,19%,34%,48%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.273,0.400,0.000,0.000,0.000,0.000,0.500,0.000,0.200,0.000,0.333,0.000,0.250,0.286,0.667,0.125,0.300,0.000
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",Paul-Henri Mathieu,/en/players/paul-henri-mathieu/m850/overview,Elias Ymer,/en/players/elias-ymer/y218/overview,1,6,1,6,4,0,0,0,0,0,0,73,34,1999,(74kg),(185cm),"Right-Handed, Two-Handed Backhand",56%,70%,50%,61%,76%,61%,27%,50%,41%,21%,36%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.481,0.473,0.398,0.498,0.145,0.400,0.472,0.478,0.495,0.415,0.471,0.600,0.497,0.475,0.781,0.187,0.485,0.446,160,20,2014,(78kg),(183cm),"Right-Handed, Two-Handed Backhand",58%,65%,49%,57%,70%,58%,24%,42%,28%,12%,32%,45%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.265,0.000,0.000,0.421,0.000,0.000,0.500,0.250,0.278,0.000,0.267,0.000,0.333,0.240,0.556,0.160,0.222,0.333
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",John Millman,/en/players/john-millman/mh30/overview,Julien Benneteau,/en/players/julien-benneteau/b747/overview,1,6,3,6,0,0,0,0,0,0,0,84,27,2006,(79kg),(183cm),"Right-Handed, Two-Handed Backhand",64%,67%,55%,54%,76%,62%,29%,49%,45%,25%,37%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.413,0.385,0.429,0.348,0.000,0.000,0.480,0.400,0.000,0.556,0.404,0.000,0.500,0.400,0.773,0.220,0.368,0.833,130,35,2000,(79kg),(185cm),"Right-Handed, Two-Handed Backhand",61%,70%,51%,58%,78%,63%,25%,50%,34%,17%,35%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.481,0.457,0.459,0.505,0.238,0.000,0.476,0.500,0.434,0.470,0.495,0.522,0.549,0.455,0.774,0.199,0.474,0.529
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",Jan-Lennard Struff,/en/players/jan-lennard-struff/sl28/overview,Nicolas Mahut,/en/players/nicolas-mahut/m873/overview,1,6,3,7,5,0,0,0,0,0,0,63,26,2009,(87kg),(196cm),"Right-Handed, Two-Handed Backhand",53%,76%,49%,59%,78%,64%,29%,47%,35%,20%,36%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.370,0.188,0.375,0.382,0.250,0.000,0.436,0.333,0.343,0.214,0.431,0.000,0.531,0.294,0.767,0.200,0.386,0.250,39,34,2000,(80kg),(191cm),"Right-Handed, One-Handed Backhand",61%,74%,51%,59%,81%,65%,27%,48%,46%,20%,35%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.446,0.371,0.310,0.418,0.128,0.667,0.489,0.273,0.298,0.643,0.393,0.222,0.420,0.456,0.880,0.120,0.423,0.581
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",Alexander Zverev,/en/players/alexander-zverev/z355/overview,Luca Vanni,/en/players/luca-vanni/v495/overview,1,6,7,6,4,7,5,0,0,0,0,24,19,2013,(86kg),(198cm),"Right-Handed, Two-Handed Backhand",62%,72%,50%,63%,80%,64%,30%,50%,42%,25%,38%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.564,0.500,0.500,0.509,0.308,0.333,0.596,0.500,0.568,0.647,0.536,0.000,0.538,0.571,0.776,0.327,0.545,0.727,157,31,,(94kg),(198cm),"Right-Handed, Two-Handed Backhand",55%,79%,47%,47%,79%,65%,25%,43%,30%,12%,32%,48%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.263,0.000,0.333,0.538,0.000,0.000,0.333,0.000,0.364,0.000,0.143,0.000,0.429,0.167,0.444,0.100,0.278,0.000
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",Igor Sijsling,/en/players/igor-sijsling/sf36/overview,Edouard Roger-Vasselin,/en/players/edouard-roger-vasselin/r613/overview,2,5,7,6,3,3,6,0,0,0,0,177,29,2006,(85kg),(191cm),"Right-Handed, One-Handed Backhand",58%,69%,47%,54%,73%,60%,32%,53%,43%,26%,39%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.357,0.238,0.333,0.397,0.091,0.000,0.298,0.250,0.303,0.435,0.357,0.000,0.480,0.289,0.646,0.107,0.342,0.400,293,33,2002,(75kg),(188cm),"Right-Handed, Two-Handed Backhand",68%,61%,48%,51%,65%,57%,29%,49%,42%,21%,37%,47%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.402,0.375,0.240,0.430,0.100,0.000,0.388,0.333,0.377,0.457,0.400,0.000,0.429,0.394,0.653,0.167,0.390,0.500
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",Kimmer Coppejans,/en/players/kimmer-coppejans/cg33/overview,Kenny De Schepper,/en/players/kenny-de-schepper/d750/overview,2,3,6,3,6,0,0,0,0,0,0,178,22,,(68kg),(180cm),"Right-Handed, Two-Handed Backhand",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.167,0.000,0.000,0.000,0.250,0.000,0.000,0.143,0.167,0.000,162,29,2010,(104kg),(203cm),"Left-Handed, One-Handed Backhand",73%,65%,51%,60%,74%,61%,27%,46%,26%,11%,34%,48%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.276,0.316,0.000,0.395,0.333,0.000,0.368,0.333,0.208,0.400,0.250,0.000,0.273,0.278,0.750,0.058,0.292,0.182
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",Dustin Brown,/en/players/dustin-brown/ba65/overview,David Guez,/en/players/david-guez/g753/overview,1,1,6,6,2,6,1,0,0,0,0,72,32,2002,(78kg),(196cm),"Right-Handed, Two-Handed Backhand",65%,72%,50%,70%,80%,64%,29%,46%,44%,23%,36%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.407,0.318,0.000,0.411,0.231,0.000,0.367,0.400,0.450,0.438,0.353,0.000,0.450,0.398,0.714,0.149,0.390,0.471,316,34,,(75kg),(185cm),Right-Handed,58%,58%,51%,50%,64%,55%,24%,57%,25%,13%,38%,46%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.167,0.000,0.250,0.000,0.125,0.000
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",Karen Khachanov,/en/players/karen-khachanov/ke29/overview,Elias Ymer,/en/players/elias-ymer/y218/overview,2,6,4,4,6,2,6,0,0,0,0,53,20,2013,(88kg),(198cm),"Right-Handed, Two-Handed Backhand",57%,74%,53%,66%,83%,65%,30%,48%,43%,22%,37%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.531,0.500,0.000,0.529,0.000,1.000,0.462,0.000,0.556,0.000,0.522,0.000,0.429,0.611,0.667,0.273,0.500,0.667,160,20,2014,(78kg),(183cm),"Right-Handed, Two-Handed Backhand",58%,65%,49%,57%,70%,58%,24%,42%,28%,12%,32%,45%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.265,0.000,0.000,0.421,0.000,0.000,0.500,0.250,0.278,0.000,0.267,0.000,0.333,0.240,0.556,0.160,0.222,0.333
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",Kimmer Coppejans,/en/players/kimmer-coppejans/cg33/overview,Egor Gerasimov,/en/players/egor-gerasimov/gc89/overview,1,7,5,7,5,0,0,0,0,0,0,178,22,,(68kg),(180cm),"Right-Handed, Two-Handed Backhand",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.167,0.000,0.000,0.000,0.250,0.000,0.000,0.143,0.167,0.000,298,24,,(84kg),(183cm),"Right-Handed, Two-Handed Backhand",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.733,0.000,0.000,0.444,0.000,0.000,0.667,0.500,0.714,0.000,0.750,0.000,0.800,0.700,0.750,0.714,0.636,1.000
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",Mischa Zverev,/en/players/mischa-zverev/z168/overview,Dustin Brown,/en/players/dustin-brown/ba65/overview,2,6,3,6,7,4,6,0,0,0,0,51,29,2005,(81kg),(191cm),"Left-Handed, Two-Handed Backhand",64%,72%,52%,59%,82%,65%,31%,49%,45%,24%,38%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.394,0.227,0.385,0.480,0.313,0.000,0.451,0.000,0.292,0.441,0.425,0.000,0.500,0.345,0.736,0.116,0.392,0.406,72,32,2002,(78kg),(196cm),"Right-Handed, Two-Handed Backhand",65%,72%,50%,70%,80%,64%,29%,46%,44%,23%,36%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.407,0.318,0.000,0.411,0.231,0.000,0.367,0.400,0.450,0.438,0.353,0.000,0.450,0.398,0.714,0.149,0.390,0.471
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",David Guez,/en/players/david-guez/g753/overview,Adam Pavlasek,/en/players/adam-pavlasek/pg32/overview,1,7,5,6,3,0,0,0,0,0,0,316,34,,(75kg),(185cm),Right-Handed,58%,58%,51%,50%,64%,55%,24%,57%,25%,13%,38%,46%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.167,0.000,0.250,0.000,0.125,0.000,75,22,2012,(76kg),(185cm),"Right-Handed, Two-Handed Backhand",60%,71%,50%,65%,79%,62%,32%,44%,47%,22%,36%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.500,1.000,0.600,0.000,0.000,0.000,0.000,0.600,0.750,0.000,0.500,0.000
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",Igor Sijsling,/en/players/igor-sijsling/sf36/overview,Alexander Kudryavtsev,/en/players/alexander-kudryavtsev/k596/overview,1,6,2,6,3,0,0,0,0,0,0,177,29,2006,(85kg),(191cm),"Right-Handed, One-Handed Backhand",58%,69%,47%,54%,73%,60%,32%,53%,43%,26%,39%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.357,0.238,0.333,0.397,0.091,0.000,0.298,0.250,0.303,0.435,0.357,0.000,0.480,0.289,0.646,0.107,0.342,0.400,193,31,,(79kg),(183cm),Right-Handed,57%,74%,41%,53%,74%,60%,21%,50%,50%,10%,31%,46%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.200,0.500,0.455,0.000,0.000,0.333,0.500,0.000,0.000,0.294,0.000,0.000,0.294,0.444,0.091,0.263,0.000
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",Karen Khachanov,/en/players/karen-khachanov/ke29/overview,Vincent Millot,/en/players/vincent-millot/me31/overview,1,7,6,4,6,6,4,0,0,0,0,53,20,2013,(88kg),(198cm),"Right-Handed, Two-Handed Backhand",57%,74%,53%,66%,83%,65%,30%,48%,43%,22%,37%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.531,0.500,0.000,0.529,0.000,1.000,0.462,0.000,0.556,0.000,0.522,0.000,0.429,0.611,0.667,0.273,0.500,0.667,143,30,2007,(75kg),(173cm),"Left-Handed, Two-Handed Backhand",60%,69%,50%,65%,77%,61%,22%,55%,42%,26%,38%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.238,0.200,0.250,0.286,0.000,0.000,0.250,0.333,0.000,0.000,0.294,0.000,0.273,0.200,0.571,0.071,0.235,0.250
2016.02.01,Montpellier,"Montpellier, France",Outdoor,Hard,"520,070",Tristan Lamasine,/en/players/tristan-lamasine/lc11/overview,Kenny De Schepper,/en/players/kenny-de-schepper/d750/overview,2,6,3,4,6,3,6,0,0,0,0,134,23,2010,(69kg),(183cm),"Right-Handed, Two-Handed Backhand",64%,59%,54%,52%,65%,57%,28%,47%,43%,20%,35%,47%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.250,1.000,0.000,0.333,0.000,162,29,2010,(104kg),(203cm),"Left-Handed, One-Handed Backhand",73%,65%,51%,60%,74%,61%,27%,46%,26%,11%,34%,48%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.276,0.316,0.000,0.395,0.333,0.000,0.368,0.333,0.208,0.400,0.250,0.000,0.273,0.278,0.750,0.058,0.292,0.182
2016.02.01,Quito,"Quito, Ecuador",,Clay,"$520,070",Victor Estrella Burgos,/en/players/victor-estrella-burgos/e224/overview,Thomaz Bellucci,/en/players/thomaz-bellucci/bd20/overview,1,4,6,7,6,6,2,0,0,0,0,102,36,2002,(77kg),(173cm),"Right-Handed, One-Handed Backhand",66%,65%,51%,64%,75%,60%,26%,49%,44%,21%,35%,48%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.541,0.267,0.222,0.564,0.200,1.000,0.559,0.600,0.660,0.308,0.478,1.000,0.000,0.545,0.846,0.257,0.471,0.500,61,29,2005,(82kg),(188cm),"Left-Handed, Two-Handed Backhand",57%,69%,53%,59%,74%,62%,30%,49%,40%,25%,38%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.492,0.415,0.395,0.522,0.122,0.571,0.486,0.533,0.579,0.375,0.401,0.000,0.475,0.495,0.753,0.226,0.483,0.509
2016.02.01,Quito,"Quito, Ecuador",,Clay,"$520,070",Paolo Lorenzi,/en/players/paolo-lorenzi/l503/overview,Thomaz Bellucci,/en/players/thomaz-bellucci/bd20/overview,2,6,3,2,6,3,6,0,0,0,0,40,35,2003,(77kg),(183cm),"Right-Handed, Two-Handed Backhand",57%,70%,49%,57%,73%,61%,30%,50%,43%,25%,38%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.377,0.154,0.321,0.422,0.000,0.500,0.491,0.333,0.433,0.176,0.351,0.000,0.526,0.340,0.765,0.163,0.379,0.368,61,29,2005,(82kg),(188cm),"Left-Handed, Two-Handed Backhand",57%,69%,53%,59%,74%,62%,30%,49%,40%,25%,38%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.492,0.415,0.395,0.522,0.122,0.571,0.486,0.533,0.579,0.375,0.401,0.000,0.475,0.495,0.753,0.226,0.483,0.509
2016.02.01,Quito,"Quito, Ecuador",,Clay,"$520,070",Albert Ramos-Vinolas,/en/players/albert-ramos-vinolas/r772/overview,Victor Estrella Burgos,/en/players/victor-estrella-burgos/e224/overview,2,2,6,6,7,0,0,0,0,0,0,27,28,2007,(80kg),(188cm),"Left-Handed, Two-Handed Backhand",63%,68%,51%,63%,77%,62%,30%,50%,41%,25%,38%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.456,0.344,0.491,0.383,0.111,0.333,0.452,0.571,0.513,0.333,0.378,0.000,0.395,0.466,0.811,0.162,0.436,0.588,102,36,2002,(77kg),(173cm),"Right-Handed, One-Handed Backhand",66%,65%,51%,64%,75%,60%,26%,49%,44%,21%,35%,48%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.541,0.267,0.222,0.564,0.200,1.000,0.559,0.600,0.660,0.308,0.478,1.000,0.000,0.545,0.846,0.257,0.471,0.500
2016.02.01,Quito,"Quito, Ecuador",,Clay,"$520,070",Bernard Tomic,/en/players/bernard-tomic/ta46/overview,Paolo Lorenzi,/en/players/paolo-lorenzi/l503/overview,2,7,6,5,7,3,6,0,0,0,0,26,24,2008,(91kg),(196cm),"Right-Handed, Two-Handed Backhand",66%,73%,48%,65%,83%,65%,26%,49%,39%,18%,35%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.534,0.578,0.441,0.541,0.186,0.600,0.538,0.727,0.354,0.560,0.570,0.000,0.513,0.537,0.794,0.232,0.518,0.590,40,35,2003,(77kg),(183cm),"Right-Handed, Two-Handed Backhand",57%,70%,49%,57%,73%,61%,30%,50%,43%,25%,38%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.377,0.154,0.321,0.422,0.000,0.500,0.491,0.333,0.433,0.176,0.351,0.000,0.526,0.340,0.765,0.163,0.379,0.368
2016.02.01,Quito,"Quito, Ecuador",,Clay,"$520,070",Feliciano Lopez,/en/players/feliciano-lopez/l397/overview,Albert Ramos-Vinolas,/en/players/albert-ramos-vinolas/r772/overview,2,5,7,3,4,0,0,0,0,0,0,28,35,1997,(85kg),(188cm),"Left-Handed, One-Handed Backhand",58%,77%,51%,65%,84%,66%,28%,47%,35%,17%,35%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.525,0.595,0.466,0.546,0.283,0.333,0.548,0.676,0.496,0.636,0.520,0.400,0.475,0.538,0.797,0.243,0.521,0.554,27,28,2007,(80kg),(188cm),"Left-Handed, Two-Handed Backhand",63%,68%,51%,63%,77%,62%,30%,50%,41%,25%,38%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.456,0.344,0.491,0.383,0.111,0.333,0.452,0.571,0.513,0.333,0.378,0.000,0.395,0.466,0.811,0.162,0.436,0.588
